id,name,age,num_dep,edu
183354,Rebekah Graves,19,2,3
183472,Pamela Lambert,29,2,2
183440,Angela Harper,33,0,4
183514,Steven Rose,27,1,1
183492,Antonio Manning,31,0,2
183555,Monica Mason,37,2,2
183534,Adrienne Simmons,26,2,2
183573,Peter Bowman,43,0,4
183561,Monica Edwards,20,2,5
183619,Cindy Gray,41,1,3
183617,Kara Dunn,43,0,3
183627,Timothy Webster,29,1,3
183623,Devin Pearson,20,2,2
183657,Erica Pearson,27,0,2
183645,Kyle Yates,21,1,2
183703,Jeremiah Romero,40,2,2
183665,Erika Moore,41,1,5
183769,Victor Peters,41,2,5
183727,Dennis Kelly,23,1,2
183803,Craig Farmer,31,0,1
183801,Amy Freeman,36,1,6
183834,Gabriel Johnston,19,0,2
183807,Carolyn Burgess,37,3,2
183888,Adam Munoz,42,3,1
183852,Miranda Hopkins,23,0,5
183892,Mathew Norman,33,3,2
183890,Walter Burns,18,2,3
183932,Allison Cox,26,2,2
183910,Logan Brewer,40,1,3
183938,Jennifer Fuller,34,1,1
183934,Kristina Smith,23,2,3
183996,Lee Watts,37,3,5
183990,William Herrera,23,2,4
184087,Kyle Harrison,39,0,5
184044,Jacob Ortiz,44,0,5
184097,Gina Olson,31,2,6
184089,Katie Dunn,21,2,2
184113,Seth Washington,28,2,4
184103,Kelli Crawford,43,1,6
184161,Megan Richardson,30,1,3
184147,Albert Cohen,20,2,1
184227,Holly Gray,29,0,2
184163,Kendra Mccoy,37,0,3
184275,Morgan Sanders,19,2,1
184235,Latoya Thomas,32,0,3
184279,Derek Goodwin,43,1,3
184277,Priscilla Maldonado,37,2,5
184295,Meredith Lee,42,3,3
184291,Sheena Dixon,20,0,3
184299,Randy Kelley,27,1,1
184297,Cody Brooks,20,0,3
184317,Stephanie Hoffman,22,0,6
184313,Mario Armstrong,22,1,3
184328,Crystal Bishop,18,0,2
184322,Melissa Rodriquez,36,2,1
184362,Jay Potter,32,1,6
184348,Amanda Foster,38,2,1
184418,Cindy Douglas,31,0,3
184392,Frederick Moore,29,0,5
184438,Shannon Rowe,40,1,6
184424,Peter Chambers,19,1,1
184484,Latasha Martin,26,1,2
184460,Roger Cohen,35,1,3
184512,Trevor Carr,41,0,2
184486,Jimmy Ramirez,30,3,1
184520,Jordan Morrison,30,2,3
184516,Monica Daniels,25,0,2
184566,Nina Nichols,32,0,5
184558,Devin Barrett,37,2,3
184583,Brent Potter,18,2,6
184574,Dylan Mitchell,37,2,3
184605,Alisha Gray,20,0,3
184587,Mary Neal,28,1,3
184623,Holly Burgess,29,2,2
184611,Chase Hopkins,25,0,3
184629,Philip Thornton,34,1,2
184625,Misty Hernandez,36,3,3
184637,Katelyn Goodwin,32,1,4
184631,Felicia Herrera,29,2,2
184667,Rachel Thomas,18,0,2
184653,Spencer Freeman,19,0,2
184677,Jason Higgins,44,0,1
184673,Jacqueline Jordan,41,1,1
184735,Teresa Edwards,44,0,5
184731,Melissa Lucas,25,1,2
184783,Edward Jordan,25,2,5
184759,Kelsey Morales,19,2,5
184817,Colleen Howell,42,1,2
184811,Henry Perry,41,0,1
184862,Renee Kelly,19,2,2
184848,George Ryan,38,1,4
184872,Walter Kennedy,41,3,2
184870,Sandra Carpenter,21,1,3
184884,Larry Mullins,40,2,3
184878,Sergio Hudson,21,0,2
184932,Alejandro Aguilar,34,2,2
184926,Priscilla Blair,22,2,6
184996,Samuel Fuller,42,0,4
184936,Jermaine Fernandez,40,3,3
185046,Monique Taylor,23,1,2
185006,Jeremy Riley,18,2,3
185070,Jill Gonzalez,42,0,1
185054,Walter Yates,23,1,5
185078,Krista Hicks,26,2,2
185074,Adrian Bates,24,0,1
185109,Cody Brooks,41,3,1
185086,Mark Carlson,20,1,2
185129,Joshua Armstrong,38,3,2
185125,Jorge Hall,28,2,2
185157,Shane Gutierrez,29,2,6
185153,Lucas Ortega,44,0,6
185177,Crystal Reid,33,1,5
185167,Arthur Garrett,25,2,1
185203,Johnathan Dunn,43,3,2
185189,Kristi Lee,20,0,1
185237,Renee Morrison,20,2,1
185225,Autumn Barnett,26,0,2
185277,Kristopher Graves,30,1,2
185247,Krystal Webb,22,2,6
185317,Drew Curtis,35,1,3
185283,Linda Murray,31,1,1
185333,Spencer Silva,36,1,2
185325,Kristina Cook,38,1,2
185386,Anne Douglas,25,2,2
185354,Alan Russell,32,1,3
185426,Nina Thornton,18,2,2
185418,Mario Perkins,34,2,1
185480,Lawrence Carlson,35,2,3
185454,Philip Ramsey,40,2,6
185502,Christina Jimenez,27,1,1
185494,Jaime Rice,22,2,1
185556,Kayla Welch,34,2,2
185548,Lindsay Erickson,25,1,1
185592,Tasha Castillo,36,2,1
185574,Shannon Reeves,37,1,1
185635,Cameron Rodgers,25,0,5
185596,Jenna Lawrence,34,1,4
185689,Andre Romero,36,0,2
185681,Kristina Hubbard,32,0,1
185789,Barbara Powell,39,2,3
185693,Elizabeth Craig,21,0,3
185819,Valerie Reeves,42,0,5
185793,Melissa Scott,43,2,4
185862,Cristina Matthews,22,2,3
185856,Robin Page,25,1,5
185878,Lacey Long,30,3,1
185874,Stefanie Walters,32,0,1
185912,Kristina Obrien,38,2,5
185880,Tanya Mendez,41,3,3
185978,Brad Chavez,31,0,2
185916,Daniel Becker,31,2,3
185994,Andrea Flores,27,1,2
185982,Brett Wright,32,1,5
186008,John Ramsey,36,2,6
186002,Lauren Stone,18,1,1
186054,Amy Jordan,20,2,2
186018,Roger Romero,33,3,4
186058,Erika Reynolds,26,0,5
186056,Gary Stephens,25,0,4
186076,Marissa Bowman,29,0,6
186066,Taylor Mitchell,30,1,4
186125,Kari Strickland,36,2,1
186108,Kyle Townsend,26,1,2
186139,Kristopher Hoffman,42,2,2
186133,Jesus Daniels,44,1,4
186165,Donald Burton,22,0,2
186151,Carl Reid,42,3,1
186199,Kimberly Horton,27,0,2
186191,Jamie Kelly,39,0,3
186237,Wendy Sutton,28,2,6
186229,Autumn Cooper,23,0,6
186359,Jacqueline Warner,31,0,1
186277,Jill Gordon,21,1,4
186414,Jacqueline Bryant,37,3,2
186372,Lee Ross,44,3,5
186426,Maria Schneider,30,3,4
186420,Alison Hanson,32,2,2
186470,Krystal Mendez,44,2,1
186456,Meghan May,19,0,1
186478,Alicia Young,22,1,4
186476,Susan Shelton,26,1,3
186512,Cory Reese,43,2,5
186496,Carolyn Owens,25,2,2
186550,Alejandro Mullins,23,1,2
186528,Kristopher Fletcher,40,0,2
186631,Adrian Pearson,40,0,4
186578,Francisco Barnett,28,2,2
186645,Scott Harrison,39,2,3
186641,Jose Valdez,22,1,5
186663,Randall Lowe,29,1,5
186657,Cristina Warren,43,1,3
186683,Stephanie Holland,40,3,1
186679,Cindy Silva,37,2,2
186725,Sharon Mann,19,1,3
186719,Mary Griffith,30,3,1
186745,Heidi Tucker,39,2,2
186727,Kendra Bush,44,1,1
186757,Juan Adams,35,2,1
186747,Crystal Cobb,35,2,2
186809,Diana Hunter,43,1,5
186803,Dylan Wallace,35,0,3
186867,Holly Long,40,2,6
186851,Ronald Cook,36,3,4
186896,Susan Medina,25,2,3
186871,Mallory Santiago,18,1,2
186930,Emily Miller,25,0,2
186914,Mallory Gonzalez,42,1,3
186964,Aaron Stephens,38,0,5
186942,Gerald Mckinney,22,1,4
187000,Emily Howell,34,2,2
186978,Tabitha Perez,22,1,3
187032,Melinda Barber,19,1,4
187028,Wendy Becker,27,2,2
187054,Manuel Hayes,20,2,1
187052,Ann Gonzalez,25,2,1
187132,Abigail Holt,34,1,4
187062,Tonya Ford,24,1,3
187171,Deborah Greene,18,0,1
187159,Kari Dawson,32,1,1
187215,Mario Ellis,38,0,2
187189,Meredith Lawrence,30,0,3
187245,Joel Day,38,1,6
187221,Juan Valdez,33,3,6
187309,Ruben Bishop,19,1,1
187263,Brooke Meyer,18,0,1
187341,Lucas King,42,2,2
187331,Alan James,36,2,3
187367,Curtis Mcdaniel,32,1,5
187359,Javier Green,29,0,3
187398,Kendra Rhodes,30,0,5
187383,Kayla Clark,31,3,2
187416,Mark Vaughn,34,0,1
187402,Jermaine Banks,39,1,5
187478,Trevor Grant,38,2,3
187466,Joanna Beck,28,2,1
187502,Devin Griffin,27,0,2
187492,James Black,27,1,4
187520,Drew Smith,41,1,1
187506,Justin Hudson,37,1,1
187524,Fernando Byrd,21,2,4
187522,Dustin Hodges,27,0,3
187534,Erik Mack,43,3,4
187528,Dawn Blair,35,1,2
187540,Philip Moore,37,1,5
187548,Jared Obrien,23,1,2
187554,William Ford,43,3,6
187558,Dylan Wells,28,0,5
187564,Christina West,37,0,5
187580,Barbara Rice,42,1,2
187586,Jermaine Collins,22,0,1
187618,Alexis Stevens,43,0,5
187630,Claudia Dennis,21,0,2
187661,Kenneth Moreno,41,2,2
187675,Stephanie Kennedy,38,0,3
187677,Monique Walsh,44,1,2
187679,Wendy Potter,24,0,6
187705,Sarah Weaver,44,0,2
187721,Roy Nguyen,26,2,4
187731,Adrienne Hodges,27,1,2
187749,Colin Delgado,27,1,3
187787,Katherine Vaughn,30,2,2
187793,Spencer Walker,27,0,4
187801,Evan Sullivan,20,1,2
187809,Kelli Davidson,31,3,4
187819,Dennis Hubbard,35,2,2
187837,Kendra Walker,21,0,6
187841,Hannah Robertson,30,2,2
187849,Lawrence Carpenter,30,2,5
187891,Rodney Hines,20,2,3
187918,Krista Reid,23,2,4
187928,Latoya Curtis,35,0,6
187938,Brenda Castillo,36,0,6
187942,Claudia Strickland,22,1,2
187970,Roberto Burns,32,2,2
187974,Tiffany Pena,27,1,2
187976,Stephanie Fletcher,27,1,1
187992,Natalie Beck,25,1,3
188052,Carlos May,31,0,2
188074,Benjamin Lawrence,36,3,2
188088,Kimberly Hunter,40,2,1
188092,Tony Rice,23,2,1
188098,Amy Owens,31,3,3
188110,Leslie Schultz,39,2,6
188122,Carlos Coleman,38,3,1
188150,Nicole Chavez,28,0,5
188165,Cory Townsend,37,2,1
188171,Jeremiah Ingram,19,1,5
188177,Alexander Bradley,33,0,3
188179,Lucas Kelley,34,3,2
188203,Adrienne Myers,32,2,1
188205,Ian Little,34,3,1
188235,Phillip Hamilton,25,0,5
188253,Joanna Weaver,20,2,3
188261,Lori Powell,23,0,2
188273,Jasmine Moore,25,0,2
188277,Gabriel Ingram,32,2,5
188281,Robert Davis,21,1,2
188347,Mark West,39,3,1
188377,Todd Cunningham,28,1,4
188395,Misty Wells,19,0,1
188438,Sabrina Terry,40,3,2
188446,Erica Carter,18,2,1
188450,Alicia Meyer,38,1,1
188452,Joanna Murphy,39,1,3
188456,Francisco Morgan,41,0,1
188460,Justin Hart,37,0,3
188470,Stefanie Barker,25,1,3
188478,Nicholas Sanchez,42,1,5
188496,Clayton Sanders,44,2,3
188506,Natasha Hill,37,3,1
188510,Devin Owens,36,1,2
188512,Susan Washington,24,0,2
188548,Dominique Thornton,24,2,1
188574,Michael Burgess,33,2,2
188596,Christine Jacobs,26,0,4
188606,Jack Murray,20,1,2
188616,Dennis Curtis,37,2,1
188640,Michael Cummings,27,1,6
188664,Autumn Olson,34,0,2
188681,Valerie Adams,30,3,5
188689,Sara Oliver,21,2,3
188711,Rebekah Vasquez,36,1,2
188719,Dana Garza,21,1,1
188723,Nichole Armstrong,32,0,2
188727,Beth Myers,34,0,3
188747,Matthew Morrison,28,1,1
188767,Stephen Franklin,19,0,2
188777,James Burgess,22,1,3
188783,Joseph Owens,35,0,3
188787,Ruben Little,41,2,3
188815,Caleb Webster,18,2,5
188821,Matthew Terry,33,1,6
188831,Bridget Mccoy,26,0,4
188865,Joseph Jenkins,22,1,1
188879,Kevin Taylor,37,0,2
188887,Anna Hawkins,26,1,4
188901,Julie Sullivan,18,2,1
188905,Mallory Vega,31,0,2
188917,Mario Ross,27,0,2
188932,Tabitha Mccoy,44,0,4
188948,Jeffery Vaughn,22,1,2
188958,Christina Tucker,43,1,1
188984,Renee Martin,23,2,1
188998,Drew Leonard,29,2,6
189004,Sarah Robertson,43,3,6
189010,Spencer Guzman,22,0,1
189022,Michele Carroll,29,1,5
189026,Derek Wright,38,2,4
189040,Tammy Romero,41,2,2
189042,Billy Tucker,40,3,2
189052,Angelica Price,36,0,3
189064,Angel Hammond,27,2,3
189078,Billy Lynch,35,3,3
189094,Julie Maldonado,43,0,2
189100,Clayton Wolfe,28,2,1
189110,Francisco Robinson,29,2,3
189112,Andre Fowler,31,2,1
189132,Ross Price,39,2,2
189134,Mark Jackson,29,1,1
189166,Manuel Baker,21,0,2
189170,Darrell Santos,20,0,2
189189,Leslie Meyer,39,1,6
189195,Bradley Burgess,27,1,2
189211,Ross Perez,43,2,1
189303,Victor Obrien,20,1,2
189341,Charles Williamson,39,3,4
189343,Andrew Boyd,38,1,3
189347,Christy Gonzalez,22,0,3
189355,Jerry Jackson,36,2,5
189357,Ana Lewis,44,2,2
189359,Roberto Burgess,31,3,4
189369,Lucas Powell,42,1,2
189379,Daniel Soto,30,3,6
189381,Cassandra Shaw,27,1,5
189387,Jesse Johnston,26,0,2
189399,Danny Rice,37,2,3
189405,Joanna Curry,19,0,3
189415,Dustin Gray,34,0,3
189435,Stefanie Bradley,36,1,4
189437,Rachel Taylor,37,1,3
189446,Sean Wheeler,21,2,2
189462,Brad Perry,20,0,2
189470,Jenna Douglas,36,1,3
189538,Christy Lawrence,36,1,4
189548,Keith Robbins,27,0,3
189562,Samuel Garrett,41,0,6
189576,Ross Martinez,21,2,5
189586,Carolyn Burke,19,2,5
189626,Sheena Romero,36,1,2
189634,Anne Horton,21,2,1
189662,Margaret Wallace,43,0,3
189680,Bradley Conner,19,0,2
189688,Jill Hodges,31,3,2
189703,Cody Rhodes,44,1,5
189729,Jaime Jacobs,40,1,5
189771,Randall Hanson,33,0,6
189789,Jennifer Austin,37,3,6
189797,Allen Carpenter,19,2,2
189819,Douglas Daniel,34,0,5
189831,Cassandra Olson,28,0,1
189841,Keith Little,37,0,2
189851,Kathleen Howard,24,2,5
189861,Alexandra Alvarez,18,2,1
189885,Dustin Weber,30,2,2
189905,Angelica Curtis,30,3,4
189915,Tony Montgomery,27,1,6
189919,Abigail Mccoy,29,2,3
189927,Frank Wolfe,20,0,5
189984,Christina Kelley,29,2,6
190034,Cassie Porter,26,1,4
190036,Seth Mccoy,26,0,2
190060,Todd Vasquez,25,2,3
190062,Blake Torres,20,1,2
190068,Jamie Thornton,38,3,4
190072,Michael Hines,35,0,5
190076,Virginia Chapman,44,2,4
190086,Kelsey Fletcher,27,2,3
190094,Edwin Freeman,19,2,2
190106,Tara Kennedy,28,1,2
190108,Peter Miles,37,0,5
190128,Felicia Fields,19,1,2
190134,Jon Dennis,26,0,3
190188,Adrienne Munoz,37,0,6
190213,Candace Munoz,33,2,3
190227,Marcus Cox,25,0,3
190229,Michele Sharp,37,2,3
190245,Angelica Carpenter,35,0,2
190247,Stephanie Weber,26,0,4
190251,Roberto Garrett,25,0,1
190275,Shaun Burns,26,1,2
190287,Brad Cummings,29,2,2
190289,Sandra Fisher,40,0,1
190367,Nicole Richards,44,1,3
190371,Tara Bennett,34,2,3
190375,Clinton Goodwin,35,2,4
190377,Lisa Ray,34,3,1
190379,Jordan Murray,29,1,2
190393,Willie Bell,20,1,1
190425,Caleb Daniels,37,1,2
190433,Kathleen Simmons,35,2,5
190439,Brianna Caldwell,31,2,3
190449,Albert Martin,38,2,1
190457,Stacey Farmer,28,2,4
190472,Jacob Hansen,27,0,3
190506,Eric Glover,24,2,2
190556,Jenny Hernandez,24,2,2
190572,Morgan Gonzalez,21,2,2
190580,Juan Banks,34,3,2
190582,Tyler Fowler,39,3,3
190600,Casey Meyer,44,2,3
190624,Julian Wallace,25,2,2
190688,Monique Mason,40,2,2
190718,Sabrina Hernandez,25,2,2
190737,Victoria Francis,34,0,2
190741,Nicole Ingram,38,1,1
190773,Douglas Diaz,21,0,2
190777,Jeffery King,43,1,1
190785,Brad Lyons,29,1,3
190797,Darren Walters,39,0,1
190803,Natasha Herrera,18,1,2
190817,Manuel Carter,35,1,5
190871,Micheal Banks,39,3,5
190879,Albert Stone,36,2,4
190881,Edwin Garcia,43,1,3
190929,April Rose,30,2,1
190935,Melinda Hubbard,35,0,6
190941,Jeremy Bowman,22,0,4
190949,Travis Banks,32,2,2
190955,Kelli Hopkins,25,0,2
190967,Danielle Burke,37,0,2
190984,Mitchell Mack,23,0,2
191004,Chase Black,26,1,2
191010,Jaclyn Cooper,23,0,2
191016,Ebony Washington,18,0,4
191026,Tiffany Schultz,18,1,3
191062,Shaun Hunter,19,0,3
191074,Ashley Cobb,27,2,1
191134,David Simpson,43,2,2
191146,Chad Patton,33,1,6
191158,Carlos Meyer,43,1,5
191208,Heidi Henry,43,2,2
191224,Paul Garner,28,0,2
191226,Ann Byrd,26,2,1
191239,Jesus Page,31,1,2
191247,Willie Mcdaniel,31,1,2
191251,Shane Vargas,35,2,1
191261,Veronica Barnes,28,2,3
191277,Andrew Manning,31,3,2
191303,Jenny Warren,27,0,5
191307,Valerie Welch,36,2,2
191313,Jamie Pearson,40,2,1
191321,Brenda Keller,18,2,2
191335,Nathaniel Cooper,24,1,3
191353,Spencer Adkins,18,1,6
191361,Sergio Elliott,44,1,6
191365,Austin Hansen,24,0,3
191375,Ana White,19,1,2
191411,James Powers,35,1,3
191433,Lori Adkins,39,2,4
191441,Jaime Burke,30,3,4
191435,Tonya Hayes,42,1,3
191479,Krista Blair,37,1,1
191471,Karen Silva,37,3,4
191508,Troy Thornton,38,2,1
191504,Ann Chavez,24,0,5
191546,Rebekah Palmer,35,2,2
191520,Melissa Jensen,39,0,4
191580,Susan Ruiz,33,3,4
191578,Bridget Phillips,42,1,4
191628,Mary Reynolds,24,2,3
191598,Julia Myers,33,3,2
191690,Kathleen Baker,37,1,1
191648,Shaun Vaughn,18,2,4
191704,Omar Long,36,0,2
191702,Angel Rodriguez,26,1,2
191720,Priscilla Jacobs,43,1,1
191710,Jon Andrews,25,2,2
191763,Dustin Wagner,29,0,2
191759,Christy Griffin,34,0,1
191771,Leslie Simmons,39,3,3
191765,Jorge Wright,18,2,3
191797,Darrell Watts,41,3,3
191773,Angela Fisher,18,2,5
191891,Ann Cooper,30,0,3
191879,Mitchell Vasquez,20,2,6
191923,Alisha Johnston,42,3,3
191907,Jay Boyd,33,3,2
191963,Lauren Pierce,34,1,2
191925,Chelsea Byrd,36,2,3
191975,Evan Williams,33,3,1
191971,Nicholas Hanson,19,2,3
192020,Johnathan Perez,29,2,6
191997,Chad Newton,43,2,2
192038,Cody Wood,27,0,3
192022,Darrell Myers,39,2,6
192046,Jacob Rhodes,30,3,1
192042,Kelli Terry,38,0,1
192090,Christopher Leonard,19,1,3
192078,Katherine Holland,42,1,1
192140,Joseph Chandler,33,2,3
192110,Brittney Torres,44,1,2
192172,Ruben Boyd,21,2,2
192164,Lauren Freeman,26,0,5
192222,Martin Mullins,41,0,3
192212,Rebekah Hammond,29,0,2
192234,Heather Howell,21,2,3
192228,Carl Gutierrez,38,0,4
192271,Daniel Nichols,31,3,2
192257,Stacy Phillips,42,0,4
192301,Geoffrey Davidson,44,0,3
192283,Jesse Thompson,40,0,5
192399,Kristi Holland,36,0,1
192375,Grant Rhodes,44,2,2
192415,Katie Perry,33,1,1
192403,Jamie Bryant,32,0,4
192459,Jessica Becker,24,0,1
192457,Michelle Watts,22,1,2
192499,Christy Cummings,34,1,2
192487,Alex Douglas,18,2,6
192522,William Fields,20,2,2
192512,Christopher Yates,27,2,2
192550,Joanna Oliver,37,0,2
192532,Roy Manning,41,1,1
192614,Charles Bailey,41,3,3
192556,Robin Marshall,19,1,2
192638,Nathan Boyd,36,0,3
192626,Brooke Marshall,35,1,4
192656,Bruce Lopez,40,0,1
192648,David Chandler,21,0,5
192664,Alisha Mccoy,20,0,1
192662,Audrey Frazier,42,1,3
192678,Carla Lucas,27,1,3
192674,Larry Mitchell,33,3,1
192714,Walter Adkins,25,0,5
192684,Veronica Moore,32,0,2
192742,Sarah Bates,32,0,3
192738,Drew Lynch,42,0,5
192762,Ross Robertson,29,2,1
192754,George Shelton,25,2,2
192769,Laura Adkins,34,1,3
192766,Michael Newman,25,1,3
192813,Tabitha Mckinney,28,1,2
192771,Jose Bell,18,1,1
192881,Brett Holmes,25,0,4
192873,Randall Jensen,25,0,4
192931,Kristi Adkins,19,1,2
192909,Dylan Diaz,39,2,4
192957,Laura Sanders,38,3,2
192935,Rachel Bates,26,1,3
193023,Cody Townsend,19,1,2
192969,Drew James,41,2,3
193048,Frank Johnson,21,0,2
193026,Donald Lewis,29,2,2
193082,Candace Delgado,23,1,3
193078,Natasha Graves,32,1,1
193086,Nathan Lane,29,2,1
193084,Anna Mack,37,1,3
193134,Adrian Barker,21,1,3
193090,Jillian Hicks,44,2,2
193162,Lee Watson,39,3,5
193148,Margaret Cobb,43,2,5
193188,Lance Howell,29,0,6
193182,Ricardo Armstrong,25,1,3
193236,Olivia Wolfe,30,1,3
193206,Victor Howard,29,2,1
193248,Heidi Morrison,30,3,1
193240,Victor Walker,39,3,5
193285,Heidi Adams,36,3,6
193283,Teresa Mann,33,2,3
193297,Sheena Mendoza,27,1,5
193295,Logan Williams,36,3,3
193309,Deborah Fowler,22,0,3
193303,Paul Spencer,18,2,2
193383,Logan Keller,41,2,3
193327,Micheal Walsh,29,0,5
193413,Barbara Foster,27,0,6
193409,Calvin Bradley,24,0,1
193560,Colleen Price,21,1,4
193507,Carolyn Stanley,21,1,6
193624,Colleen Santos,26,2,5
193598,Kenneth Reese,40,2,3
193664,Garrett Gomez,44,0,1
193646,Ricky Mendoza,30,2,2
193678,Patricia Steele,23,2,2
193674,Carrie Patterson,19,0,1
193690,Claudia Swanson,27,0,1
193682,Alison Patton,29,0,4
193702,Rebekah Wright,42,3,2
193700,Billy Dean,35,2,2
193730,Ryan Steele,21,2,5
193720,Kendra Ray,28,1,2
193736,Dana Rodriguez,19,2,1
193734,Willie Holmes,44,2,6
193764,Christopher Douglas,22,2,4
193754,Kristen Collins,23,1,1
193801,Meagan Nguyen,22,2,2
193790,Taylor Marshall,36,3,3
193831,Ruben Stone,44,1,2
193829,Walter Carroll,34,1,2
193881,Tiffany Henderson,20,0,2
193877,Alejandro Russell,40,3,2
193891,Sabrina Daniel,29,1,3
193885,Mary Riley,39,1,2
193917,Michelle Fowler,25,2,1
193905,Tonya Potter,34,0,3
193945,Ian Franklin,39,0,1
193921,Chase Cruz,27,1,2
193967,Paul Sanchez,34,1,3
193961,Lacey Love,29,1,1
193977,Wendy Moreno,34,1,5
193969,Denise Sims,37,1,3
193993,Anthony Carlson,37,0,4
193987,Jared Munoz,25,2,3
194029,Nicole Mack,42,2,6
194009,Jeffrey Munoz,29,1,1
194045,Bryan Franklin,35,2,2
194031,Derrick Frazier,27,0,6
194058,Cody Aguilar,21,2,5
194047,Victor Ross,43,2,6
194080,Tina Hammond,25,0,1
194066,Casey Joseph,43,0,2
194092,Ashley Hubbard,22,0,1
194086,Geoffrey Clark,20,2,5
194102,Cindy Fields,31,1,1
194100,Carlos Sullivan,31,2,4
194140,Oscar Jensen,25,0,4
194106,Colleen Mason,36,1,2
194176,Joanna Mckinney,26,1,2
194174,Autumn Jennings,22,2,2
194180,Nina Powell,35,0,3
194178,Abigail Knight,22,1,4
194260,Philip Bryant,34,2,1
194238,Wayne Sims,31,3,3
194272,Antonio Walters,33,2,2
194262,Crystal Ruiz,21,0,1
194290,Jacob Newton,42,2,4
194288,Marie Love,37,0,6
194298,Kathryn Goodwin,18,0,2
194294,Joseph Yates,26,2,2
194315,Isaac Simmons,20,1,3
194300,David Arnold,31,0,2
194413,Margaret Kelly,33,3,5
194397,Ashlee Murphy,31,0,2
194441,Latasha May,19,0,1
194433,Chad Yates,19,1,3
194481,Gerald Mcdaniel,27,2,6
194453,Patricia Aguilar,18,2,3
194499,Lauren Boyd,26,0,1
194493,Austin Curtis,26,1,1
194529,Kristi Sims,24,2,3
194509,Erica Turner,36,1,2
194598,Cassandra Ramirez,19,1,2
194551,Andrew Hale,43,1,2
194670,Jesse Vargas,24,1,2
194638,Randy Kelley,38,1,1
194718,Vincent Fields,25,1,5
194680,Renee Robinson,26,2,6
194724,Fernando Williamson,28,1,6
194720,Rachael Hampton,41,0,1
194792,Gerald Holland,31,2,2
194740,Marc Stevenson,38,0,1
194839,Blake Butler,41,2,3
194800,Julian West,30,2,3
194851,Michelle Fleming,24,2,1
194847,Marc Mcdaniel,37,1,2
194907,Dana Garcia,39,2,1
194877,Leslie Little,36,0,1
194935,Kari Kelley,38,0,6
194913,Colleen Tate,43,3,5
194947,Holly Wells,25,2,3
194939,Calvin Griffith,34,0,2
195076,Spencer Diaz,29,0,6
194953,Katherine Willis,43,3,1
195104,Miranda Morrison,35,0,3
195080,Larry Nelson,22,1,2
195130,Kristina Horton,25,2,3
195120,Bruce Fletcher,21,1,3
195148,Angelica Watkins,19,2,3
195132,Tina Hansen,22,2,4
195184,Tiffany Bowen,33,1,5
195182,Marcus Strickland,18,0,2
340761,Cassie Wheeler,51,0,6
195192,Nicholas Delgado,31,1,1
340791,Trevor Maldonado,46,0,1
195214,Michele Flores,37,2,6
340831,Casey Valdez,51,0,2
195232,Brendan Gonzalez,19,2,1
340865,Devin Garcia,43,2,2
195240,Emily Salazar,33,3,1
340897,Claudia Mcdaniel,41,1,2
195244,Ruben Ruiz,31,0,1
340913,Mark Foster,57,2,1
195278,Darren Potter,27,1,1
340923,Jorge Holland,43,2,5
340807,Sergio Washington,50,3,1
340979,Brooke Glover,60,0,2
340839,Rachael Barnett,42,2,2
341008,Scott Webb,45,1,3
340885,Katelyn Willis,43,1,5
341058,Kristin Hines,58,2,5
340907,Benjamin Jennings,40,0,3
341130,Jorge Garner,48,1,4
340917,Angel Cruz,45,1,1
341168,Colin Potter,58,3,1
340949,Jose Goodwin,40,0,1
341202,Albert Cobb,41,1,1
340985,Veronica Hardy,43,2,5
341232,Corey Weber,40,1,2
341038,Alan Sims,46,1,6
341251,Shawn Olson,54,3,3
341104,Maurice Mason,56,1,2
341273,Patrick Johnston,46,0,1
341132,Joel Campbell,48,0,1
341357,Cassie Morris,44,0,3
341194,Sabrina Lynch,44,3,6
341365,Jamie Carr,46,3,1
341228,Brittany Marshall,40,1,3
341387,Amanda Reed,55,0,1
341244,Deanna Norman,54,3,2
341417,Troy Tate,45,0,1
341257,Jonathon Cobb,54,3,2
341433,Jonathan Hale,45,2,2
341341,Curtis Crawford,59,0,5
341451,Willie Perkins,47,0,4
341361,Meghan Holt,48,2,2
341465,Kara Day,52,2,1
341367,Monica Ford,55,0,5
341510,Latoya Hudson,49,2,2
341415,Angel Harris,46,0,2
341622,Nicole Palmer,48,2,3
341423,Christopher Reese,56,1,5
341640,Fernando Jackson,58,0,1
341435,Colin Chavez,53,3,1
341646,Sabrina Hubbard,50,1,2
341461,Marc Palmer,44,3,1
341672,Mario Barber,53,0,3
341495,Scott Brown,57,2,1
341742,Edwin Cunningham,47,3,2
341554,Nancy Gray,55,3,6
341813,Omar Love,55,3,4
341624,Mario Rodriguez,57,2,2
341839,Curtis Haynes,47,2,1
341642,Claudia Fuller,50,0,5
341885,Stephanie Caldwell,47,3,6
341660,Mary Stewart,49,1,2
341897,Latasha Davidson,45,1,6
341696,Oscar Hines,41,0,2
341925,Darren Obrien,48,0,3
341775,Brent Webster,55,3,1
342005,Edwin Rice,59,2,1
341817,Brooke Barnes,40,0,1
342042,Jill Reynolds,43,2,2
341867,Maria Rice,41,0,3
342060,Dominique Ortega,59,3,2
341895,Robert Mcdaniel,56,0,2
342076,Sheena Kelley,51,3,2
341917,Ruben Graham,40,1,3
342128,Kyle Collins,40,0,3
341957,Jerry Ferguson,50,3,5
342184,Heather Kim,47,3,1
342038,Alison Frazier,60,1,3
342232,George Meyer,60,0,3
